url,country,page_type,priority,cluster,parent_url,money_page,inbound_links,relevant_inbound_links,outbound_links,orphan,broken_outbound,redirect_outbound,wrong_country_outbound
https://pixvo.tech/es/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,es,article,P3,editorial:automation,/es/blog/,/es/soluciones/automatizacion-de-procesos/,1,0,17,no,0,0,0
https://pixvo.tech/es/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,es,article,P3,editorial:seo-content,/es/blog/,/es/soluciones/seo-para-pymes/,1,0,18,no,0,0,0
https://pixvo.tech/es/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,es,article,P3,editorial:conversion-campaigns,/es/blog/,/es/soluciones/optimizacion-de-conversion/,1,0,19,no,0,0,0
https://pixvo.tech/es/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,es,article,P3,editorial:content-governance,/es/blog/,/es/soluciones/contenido-seo/,1,0,17,no,0,0,0
https://pixvo.tech/es/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,es,article,P3,editorial:wordpress-conversion,/es/blog/,/es/soluciones/optimizacion-wordpress/,1,0,19,no,0,0,0
https://pixvo.tech/es/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,es,article,P3,editorial:growth-operations,/es/blog/,/es/sistema-crecimiento-digital/,1,0,17,no,0,0,0
https://pixvo.tech/es/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,es,article,P3,editorial:website-builders,/es/blog/,/es/soluciones/optimizacion-wordpress/,1,0,18,no,0,0,0
https://pixvo.tech/es/blog/la-ia-esta-matando-la-creatividad/,es,article,P3,editorial:content-strategy,/es/blog/,/es/soluciones/contenido-seo/,1,0,17,no,0,0,0
https://pixvo.tech/es/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,es,article,P3,editorial:content-automation,/es/blog/,/es/soluciones/contenido-seo/,1,0,18,no,0,0,0
https://pixvo.tech/es/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,es,article,P3,editorial:automation-leads,/es/blog/,/es/soluciones/automatizacion-de-procesos/,1,0,18,no,0,0,0
https://pixvo.tech/blog/,global,blog_index,P3,editorial,/,/{pais}/sistema-crecimiento-digital/,16,14,18,no,0,0,0
https://pixvo.tech/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,global,article,P2,editorial:security,/blog/,/{pais}/sistema-crecimiento-digital/,1,0,11,no,0,0,0
https://pixvo.tech/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,global,article,P3,editorial:analytics-conversion,/blog/,/{pais}/soluciones/analitica-digital/,1,0,14,no,0,0,0
https://pixvo.tech/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,global,article,P3,editorial:wordpress,/blog/,/{pais}/soluciones/optimizacion-wordpress/,1,0,15,no,0,0,0
https://pixvo.tech/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,global,article,P3,editorial:automation,/blog/,/{pais}/soluciones/automatizacion-de-procesos/,1,0,14,no,0,0,0
https://pixvo.tech/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,global,article,P3,editorial:seo-content,/blog/,/{pais}/soluciones/seo-para-pymes/,1,0,14,no,0,0,0
https://pixvo.tech/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,global,article,P3,editorial:conversion-campaigns,/blog/,/{pais}/soluciones/optimizacion-de-conversion/,1,0,14,no,0,0,0
https://pixvo.tech/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,global,article,P3,editorial:content-governance,/blog/,/{pais}/soluciones/contenido-seo/,1,0,11,no,0,0,0
https://pixvo.tech/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,global,article,P3,editorial:wordpress-conversion,/blog/,/{pais}/soluciones/optimizacion-wordpress/,1,0,14,no,0,0,0
https://pixvo.tech/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,global,article,P3,editorial:growth-operations,/blog/,/{pais}/sistema-crecimiento-digital/,1,0,14,no,0,0,0
https://pixvo.tech/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,global,article,P3,editorial:website-builders,/blog/,/{pais}/soluciones/optimizacion-wordpress/,1,0,14,no,0,0,0
https://pixvo.tech/blog/la-ia-esta-matando-la-creatividad/,global,article,P3,editorial:content-strategy,/blog/,/{pais}/soluciones/contenido-seo/,1,0,11,no,0,0,0
https://pixvo.tech/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,global,article,P3,editorial:content-automation,/blog/,/{pais}/soluciones/contenido-seo/,1,0,14,no,0,0,0
https://pixvo.tech/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,global,article,P3,editorial:automation-leads,/blog/,/{pais}/soluciones/automatizacion-de-procesos/,1,0,20,no,0,0,0
https://pixvo.tech/proyectos/shortcodes-en-pestanas/,global,project,P3,wordpress,/,/{pais}/soluciones/optimizacion-wordpress/,4,0,14,no,0,0,0
https://pixvo.tech/,global,market_selector,P1,brand,,/{pais}/sistema-crecimiento-digital/,172,12,5,no,0,0,0
