source_url,destination_url,relationship,cluster,funnel_role,placement,status
/{pais}/casos-de-exito/paola-informa/,/{pais}/soluciones/automatizacion-de-procesos/,case-to-solution,solution,MOFU-to-BOFU,related-capabilities,published
/{pais}/casos-de-exito/paola-informa/,/{pais}/soluciones/analitica-digital/,case-to-solution,solution,MOFU-to-BOFU,related-capabilities,published
/{pais}/casos-de-exito/paola-informa/,/{pais}/casos-de-exito/sanidad-web/,related-case,proof,MOFU,related-cases,published
/{pais}/casos-de-exito/paola-informa/,/{pais}/casos-de-exito/arpitools/,related-case,proof,MOFU,related-cases,published
/{pais}/casos-de-exito/paola-informa/,/{pais}/solicitar-diagnostico/,case-to-diagnosis,conversion,BOFU,cta,published
/{pais}/casos-de-exito/arpitools/,/{pais}/soluciones/automatizacion-de-procesos/,case-to-solution,solution,MOFU-to-BOFU,related-capabilities,published
/{pais}/casos-de-exito/arpitools/,/{pais}/soluciones/analitica-digital/,case-to-solution,solution,MOFU-to-BOFU,related-capabilities,published
/{pais}/casos-de-exito/arpitools/,/{pais}/casos-de-exito/hospital-metropolitano/,related-case,proof,MOFU,related-cases,published
/{pais}/casos-de-exito/arpitools/,/{pais}/casos-de-exito/paola-informa/,related-case,proof,MOFU,related-cases,published
/{pais}/casos-de-exito/arpitools/,/{pais}/solicitar-diagnostico/,case-to-diagnosis,conversion,BOFU,cta,published
/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,/{pais}/sistema-crecimiento-digital/,global-article-to-primary-commercial,security,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,/{pais}/sistema-crecimiento-digital/,market-article-to-primary-commercial,security,TOFU-to-BOFU,article-conversion,published
/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,/{pais}/soluciones/optimizacion-wordpress/,global-article-to-related-commercial,security,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/ataque-real-en-npm-como-el-compromiso-de-axios-expuso-miles-de-entornos-sin-que-nadie-lo-notara/,/{pais}/soluciones/optimizacion-wordpress/,market-article-to-related-commercial,security,TOFU-to-BOFU,article-conversion,published
/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,/{pais}/soluciones/analitica-digital/,global-article-to-primary-commercial,analytics-conversion,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,/{pais}/soluciones/analitica-digital/,market-article-to-primary-commercial,analytics-conversion,TOFU-to-BOFU,article-conversion,published
/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,/{pais}/soluciones/optimizacion-de-conversion/,global-article-to-related-commercial,analytics-conversion,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,/{pais}/soluciones/optimizacion-de-conversion/,market-article-to-related-commercial,analytics-conversion,TOFU-to-BOFU,article-conversion,published
/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,/{pais}/soluciones/seguimiento-de-leads/,global-article-to-related-commercial,analytics-conversion,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/matriz-objetivo-icp-canal-lead-magnet-pagina-evento-de-conversion-metricas/,/{pais}/soluciones/seguimiento-de-leads/,market-article-to-related-commercial,analytics-conversion,TOFU-to-BOFU,article-conversion,published
/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/{pais}/soluciones/optimizacion-wordpress/,global-article-to-primary-commercial,wordpress,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/{pais}/soluciones/optimizacion-wordpress/,market-article-to-primary-commercial,wordpress,TOFU-to-BOFU,article-conversion,published
/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/{pais}/soluciones/seo-wordpress/,global-article-to-related-commercial,wordpress,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/{pais}/soluciones/seo-wordpress/,market-article-to-related-commercial,wordpress,TOFU-to-BOFU,article-conversion,published
/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/{pais}/auditoria-crecimiento-digital/,global-article-to-related-commercial,wordpress,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/{pais}/auditoria-crecimiento-digital/,market-article-to-related-commercial,wordpress,TOFU-to-BOFU,article-conversion,published
/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/proyectos/shortcodes-en-pestanas/,article-to-technical-project,wordpress,TOFU-to-MOFU,related-project,published
/{pais}/blog/por-que-un-sitio-wordpress-no-puede-quedar-librado-a-la-suerte-y-como-evitar-dolores-de-cabeza-despues/,/proyectos/shortcodes-en-pestanas/,market-article-to-technical-project,wordpress,TOFU-to-MOFU,related-project,published
/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,/{pais}/soluciones/automatizacion-de-procesos/,global-article-to-primary-commercial,automation,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,/{pais}/soluciones/automatizacion-de-procesos/,market-article-to-primary-commercial,automation,TOFU-to-BOFU,article-conversion,published
/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,/{pais}/soluciones/seguimiento-de-leads/,global-article-to-related-commercial,automation,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,/{pais}/soluciones/seguimiento-de-leads/,market-article-to-related-commercial,automation,TOFU-to-BOFU,article-conversion,published
/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,/{pais}/soluciones/analitica-digital/,global-article-to-related-commercial,automation,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/como-una-buena-automatizacion-puede-cambiar-por-completo-el-flujo-de-trabajo-de-tu-empresa/,/{pais}/soluciones/analitica-digital/,market-article-to-related-commercial,automation,TOFU-to-BOFU,article-conversion,published
/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,/{pais}/soluciones/seo-para-pymes/,global-article-to-primary-commercial,seo-content,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,/{pais}/soluciones/seo-para-pymes/,market-article-to-primary-commercial,seo-content,TOFU-to-BOFU,article-conversion,published
/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,/{pais}/soluciones/contenido-seo/,global-article-to-related-commercial,seo-content,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,/{pais}/soluciones/contenido-seo/,market-article-to-related-commercial,seo-content,TOFU-to-BOFU,article-conversion,published
/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,/{pais}/soluciones/optimizacion-de-conversion/,global-article-to-related-commercial,seo-content,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-geeksy-shop-es-hoy-una-de-las-mejores-fuentes-para-comprar-productos-del-fandom-y-como-aprovecharlo-desde-pixvo-tech/,/{pais}/soluciones/optimizacion-de-conversion/,market-article-to-related-commercial,seo-content,TOFU-to-BOFU,article-conversion,published
/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,/{pais}/soluciones/optimizacion-de-conversion/,global-article-to-primary-commercial,conversion-campaigns,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,/{pais}/soluciones/optimizacion-de-conversion/,market-article-to-primary-commercial,conversion-campaigns,TOFU-to-BOFU,article-conversion,published
/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,/{pais}/soluciones/analitica-digital/,global-article-to-related-commercial,conversion-campaigns,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,/{pais}/soluciones/analitica-digital/,market-article-to-related-commercial,conversion-campaigns,TOFU-to-BOFU,article-conversion,published
/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,/{pais}/soluciones/automatizacion-de-marketing/,global-article-to-related-commercial,conversion-campaigns,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/black-friday-y-cyber-week-el-momento-del-ano-donde-tu-negocio-no-puede-improvisar/,/{pais}/soluciones/automatizacion-de-marketing/,market-article-to-related-commercial,conversion-campaigns,TOFU-to-BOFU,article-conversion,published
/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,/{pais}/soluciones/contenido-seo/,global-article-to-primary-commercial,content-governance,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,/{pais}/soluciones/contenido-seo/,market-article-to-primary-commercial,content-governance,TOFU-to-BOFU,article-conversion,published
/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,/{pais}/soluciones/seo-para-pymes/,global-article-to-related-commercial,content-governance,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/el-mal-uso-de-la-ia-y-sus-consecuencias-reales-el-ejemplo-critico-de-los-libros-de-foraging-en-amazon/,/{pais}/soluciones/seo-para-pymes/,market-article-to-related-commercial,content-governance,TOFU-to-BOFU,article-conversion,published
/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,/{pais}/soluciones/optimizacion-wordpress/,global-article-to-primary-commercial,wordpress-conversion,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,/{pais}/soluciones/optimizacion-wordpress/,market-article-to-primary-commercial,wordpress-conversion,TOFU-to-BOFU,article-conversion,published
/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,/{pais}/soluciones/seo-wordpress/,global-article-to-related-commercial,wordpress-conversion,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,/{pais}/soluciones/seo-wordpress/,market-article-to-related-commercial,wordpress-conversion,TOFU-to-BOFU,article-conversion,published
/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,/{pais}/soluciones/optimizacion-de-conversion/,global-article-to-related-commercial,wordpress-conversion,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/por-que-necesitas-un-sitio-web-profesional-en-2025-y-como-conseguir-hosting-premium-con-descuento/,/{pais}/soluciones/optimizacion-de-conversion/,market-article-to-related-commercial,wordpress-conversion,TOFU-to-BOFU,article-conversion,published
/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,/{pais}/sistema-crecimiento-digital/,global-article-to-primary-commercial,growth-operations,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,/{pais}/sistema-crecimiento-digital/,market-article-to-primary-commercial,growth-operations,TOFU-to-BOFU,article-conversion,published
/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,/{pais}/soluciones/automatizacion-de-procesos/,global-article-to-related-commercial,growth-operations,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,/{pais}/soluciones/automatizacion-de-procesos/,market-article-to-related-commercial,growth-operations,TOFU-to-BOFU,article-conversion,published
/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,/{pais}/soluciones/analitica-digital/,global-article-to-related-commercial,growth-operations,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/la-importancia-de-las-decisiones-y-resoluciones-eficientes-en-la-gestion-de-pequenas-y-medianas-empresas/,/{pais}/soluciones/analitica-digital/,market-article-to-related-commercial,growth-operations,TOFU-to-BOFU,article-conversion,published
/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,/{pais}/soluciones/optimizacion-wordpress/,global-article-to-primary-commercial,website-builders,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,/{pais}/soluciones/optimizacion-wordpress/,market-article-to-primary-commercial,website-builders,TOFU-to-BOFU,article-conversion,published
/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,/{pais}/soluciones/seo-para-pymes/,global-article-to-related-commercial,website-builders,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,/{pais}/soluciones/seo-para-pymes/,market-article-to-related-commercial,website-builders,TOFU-to-BOFU,article-conversion,published
/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,/{pais}/soluciones/optimizacion-de-conversion/,global-article-to-related-commercial,website-builders,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/crear-un-sitio-web-rapido-con-las-herramientas-de-ia-de-hostinger/,/{pais}/soluciones/optimizacion-de-conversion/,market-article-to-related-commercial,website-builders,TOFU-to-BOFU,article-conversion,published
/blog/la-ia-esta-matando-la-creatividad/,/{pais}/soluciones/contenido-seo/,global-article-to-primary-commercial,content-strategy,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/la-ia-esta-matando-la-creatividad/,/{pais}/soluciones/contenido-seo/,market-article-to-primary-commercial,content-strategy,TOFU-to-BOFU,article-conversion,published
/blog/la-ia-esta-matando-la-creatividad/,/{pais}/soluciones/seo-para-pymes/,global-article-to-related-commercial,content-strategy,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/la-ia-esta-matando-la-creatividad/,/{pais}/soluciones/seo-para-pymes/,market-article-to-related-commercial,content-strategy,TOFU-to-BOFU,article-conversion,published
/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,/{pais}/soluciones/contenido-seo/,global-article-to-primary-commercial,content-automation,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,/{pais}/soluciones/contenido-seo/,market-article-to-primary-commercial,content-automation,TOFU-to-BOFU,article-conversion,published
/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,/{pais}/soluciones/automatizacion-de-marketing/,global-article-to-related-commercial,content-automation,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,/{pais}/soluciones/automatizacion-de-marketing/,market-article-to-related-commercial,content-automation,TOFU-to-BOFU,article-conversion,published
/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,/{pais}/soluciones/seo-para-pymes/,global-article-to-related-commercial,content-automation,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/redactar-sin-ia-reduce-productividad-evidencia-limites-y-como-implementarlo-en-marketing/,/{pais}/soluciones/seo-para-pymes/,market-article-to-related-commercial,content-automation,TOFU-to-BOFU,article-conversion,published
/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/soluciones/automatizacion-de-procesos/,global-article-to-primary-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/soluciones/automatizacion-de-procesos/,market-article-to-primary-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/soluciones/seguimiento-de-leads/,global-article-to-related-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/soluciones/seguimiento-de-leads/,market-article-to-related-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/soluciones/analitica-digital/,global-article-to-related-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/soluciones/analitica-digital/,market-article-to-related-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/auditoria-crecimiento-digital/,global-article-to-related-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/{pais}/blog/caso-de-exito-microcuotas-y-como-google-ads-desarrollo-a-medida-le-cambiaron-el-juego/,/{pais}/auditoria-crecimiento-digital/,market-article-to-related-commercial,automation-leads,TOFU-to-BOFU,article-conversion,published
/{pais}/planes/,/{pais}/sistema-crecimiento-digital/,commercial-journey,conversion,BOFU,content,published
/{pais}/planes/,/{pais}/auditoria-crecimiento-digital/,commercial-journey,conversion,BOFU,content,published
/{pais}/planes/,/{pais}/recursos/seo-mensual-vs-auditoria/,commercial-journey,conversion,BOFU,content,published
/{pais}/planes/,/{pais}/casos-de-exito/microcuotas/,commercial-journey,conversion,BOFU,content,published
/{pais}/planes/,/{pais}/solicitar-diagnostico/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/sistema-crecimiento-digital/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/soluciones/seo-para-pymes/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/soluciones/automatizacion-de-procesos/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/soluciones/seguimiento-de-leads/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/recursos/seo-mensual-vs-auditoria/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/planes/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/casos-de-exito/microcuotas/,commercial-journey,conversion,BOFU,content,published
/{pais}/auditoria-crecimiento-digital/,/{pais}/solicitar-diagnostico/,commercial-journey,conversion,BOFU,content,published
